customer_id,signup_date,plan,industry,region,mrr,acv,seats,contract_type,churn,churn_date,nps_score,health_score,feature_adoption_pct,monthly_logins,support_tickets_30d,api_calls_30d,expansion_mrr,sales_rep,cs_tier,payment_method,acquisition_channel
CUST-00368,2023-11-10,Growth,HR Tech,Middle East & Africa,93.6,1123.2,14,Annual,1,2024-04-22,-21.0,40.72,19.6,17.5,15,10760,0.0,N/A,Silver,Credit Card,Direct
CUST-01447,03-23-2023,Free,FinTech,Europe,0,0.0,3,Annual,0,,-36.0,47.44,70.9,3.9,6,1266,0.0,N/A,Bronze,PayPal,Product Hunt
CUST-01567,"August 25, 2022",Free,E-Commerce,North America,0,0.0,1,Monthly,0,,-20.0,44.57,55.1,2.8,4,366,0.0,N/A,Bronze,Credit Card,Product Hunt
CUST-00040,"February 15, 2023",Starter,FINTECH,North America,30.01,360.12,5,Annual,0,,-67.0,25.58,8.0,4.7,7,1340,0.0,Bob Martinez,Bronze,Bank Transfer,Organic Search
CUST-01508,31/03/2021,Growth,Cybersecurity,Middle East & Africa,91.25,1095.0,7,Annual,0,,,0.0,23.7,5.0,1,1722,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-00580,12-13-2022,Free,EdTech,Latin America,0,0.0,2,Monthly,0,,80.0,57.37,53.6,15.8,18,77,0.0,N/A,Bronze,PayPal,Paid Search
CUST-00332,07/03/2022,Starter,MarTech,Europe,31.76,323.95,4,Monthly,0,,19.0,34.02,20.9,2.6,10,2158,0.0,David Kim,Bronze,Credit Card,Referral
CUST-00916,16/05/2022,Free,Logistics,North America,0,0.0,1,Monthly,0,,-35.0,22.61,35.3,5.7,30,3412,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-00195,21/07/2021,Starter,HR Tech,Middle East & Africa,29.26,298.45,5,Monthly,0,,6.0,74.89,81.0,24.1,5,1154,0.0,Alice Chen,Bronze,PayPal,Organic Search
CUST-00528,10-05-2021,Starter,EdTech,North America,30.83,314.47,5,Monthly,0,,82.0,55.53,59.0,1.0,2,462,0.0,David Kim,Bronze,Bank Transfer,Referral
CUST-01689,29/05/2022,Growth,HR Tech,Asia-Pacific,98.74,1184.88,15,Annual,0,,62.0,48.2,56.3,3.9,13,4565,0.0,N/A,Silver,Credit Card,Direct
CUST-01805,03-24-2021,Growth,E-Commerce,Middle East & Africa,95.38,1144.56,13,Annual,0,,40.0,68.84,73.9,31.0,26,908,0.0,Alice Chen,Bronze,Bank Transfer,Paid Search
CUST-00323,"January 27, 2023",Starter,Logistics,North America,29.31,351.72,5,Annual,0,,-93.0,24.95,29.6,8.3,19,1323,0.0,Carol Singh,Bronze,Credit Card,Paid Search
CUST-01203,"June 17, 2021",Enterprise,E-Commerce,North America,995.64,11947.68,107,Annual,0,,-79.0,32.35,23.9,8.0,7,6228,0.0,Alice Chen,Gold,PayPal,Referral
CUST-00267,26/09/2021,Growth,MarTech,North America,85.62,1027.44,7,Annual,0,,-59.0,38.43,23.8,15.7,12,318,0.0,N/A,Bronze,PayPal,Social Media
CUST-01034,2023-04-16,Free,FinTech,Asia-Pacific,0,0.0,1,Monthly,0,,-37.0,42.0,64.8,4.4,12,79,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-01985,07/11/2022,Growth,HR Tech,Europe,104.74,1256.88,6,Annual,0,,9.0,34.38,22.4,6.3,14,1026,0.0,Carol Singh,Silver,PayPal,Organic Search
CUST-00068,2022-07-07,Business,Logistics,North America,291.78,2976.16,40,Monthly,1,2023-03-15,-48.0,51.71,83.8,2.1,1,415,0.0,Alice Chen,Silver,PayPal,Product Hunt
CUST-01450,04-28-2022,Business,LegalTech,Europe,313.07,3756.84,39,Annual,0,,50.0,56.09,50.1,10.4,6,1859,0.0,Frank Osei,Gold,Credit Card,Social Media
CUST-01240,2023-12-27,Growth,HealthTech,North America,97.86,998.17,5,Monthly,0,,5.0,64.78,36.5,31.0,10,1066,0.0,Bob Martinez,Silver,PayPal,Organic Search
CUST-00680,2021-07-30,Starter,E-Commerce,Europe,30.34,364.08,4,Annual,1,2022-01-18,72.0,63.74,73.2,19.2,21,825,0.0,David Kim,Bronze,Credit Card,Social Media
CUST-00486,11-05-2021,Free,MarTech,Europe,0,0.0,2,Monthly,1,2023-04-19,25.0,49.37,27.1,11.1,3,471,0.0,N/A,Bronze,Invoice,Referral
CUST-00481,07-11-2022,Starter,EdTech,North America,26.39,316.68,4,Annual,0,,-59.0,47.48,51.9,18.4,15,365,0.0,Bob Martinez,Bronze,PayPal,Direct
CUST-01419,27/10/2023,Free,HealthTech,North America,0,0.0,2,Annual,0,,50.0,49.37,59.6,1.2,7,7413,0.0,N/A,Bronze,Invoice,Organic Search
CUST-00706,02-19-2023,Business,FinTech,  Europe  ,296.79,3027.26,41,Monthly,1,2023-11-27,-26.0,29.76,46.7,4.5,24,20,0.0,Alice Chen,Gold,PayPal,Organic Search
CUST-00584,"May 22, 2021",Growth,Cybersecurity,Europe,102.51,1230.12,6,Annual,0,,81.0,66.98,79.7,19.6,21,163,0.0,Bob Martinez,Silver,Credit Card,Paid Search
CUST-00980,01-20-2023,Growth,HealthTech,North America,104.91,1070.08,4,Monthly,0,,,0.0,17.0,1.4,8,202,50.49,N/A,Silver,,Paid Search
CUST-00428,11-18-2022,Growth,fintech,Europe,105.91,1080.28,11,Monthly,1,2023-06-06,43.0,54.38,62.7,2.0,1,3124,0.0,David Kim,Silver,Bank Transfer,Paid Search
CUST-01643,"November 08, 2023",Starter,Logistics,Europe,28.34,289.07,2,Monthly,0,,37.0,50.69,24.9,24.3,21,800,0.0,Carol Singh,Bronze,Credit Card,Organic Search
CUST-01579,2023-07-05,Starter,LegalTech,Asia-Pacific,31.88,325.18,3,Monthly,0,,-4.0,38.38,3.4,9.4,2,116263,0.0,Alice Chen,Bronze,Credit Card,Referral
CUST-00480,"April 26, 2022",Growth,Logistics,Asia-Pacific,101.48,1217.76,13,Annual,0,,-47.0,33.22,29.9,12.0,19,7918,18.5,Bob Martinez,Bronze,PayPal,Paid Search
CUST-00451,25/03/2022,Starter,LegalTech,North America,$29.01,348.12,1,Annual,0,,-20.0,28.94,29.6,10.4,27,594,0.0,Alice Chen,Bronze,Credit Card,Organic Search
CUST-01917,26/08/2023,Starter,HealthTech,Asia-Pacific,29.11,296.92,4,Monthly,1,2024-02-26,4.0,36.73,55.5,3.8,21,157,0.0,David Kim,Bronze,PayPal,Organic Search
CUST-01393,21/11/2022,Free,MarTech,Europe,0,0.0,2,Monthly,0,,47.0,55.35,43.9,9.8,3,163,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-01539,27/03/2023,Growth,Logistics,Europe,104.4,1064.88,14,Monthly,0,,-66.0,50.14,74.3,4.6,0,1115,14.77,Bob Martinez,Bronze,Invoice,Partner
CUST-01588,"November 17, 2023",Growth,Logistics,North America,101.29,1033.16,7,Monthly,0,,68.0,33.86,33.4,5.9,28,2682,0.0,Carol Singh,Silver,PayPal,Organic Search
CUST-01668,13/08/2023,Business,EDTECH,Europe,286.55,2922.81,12,Monthly,1,2024-04-03,13.0,65.85,36.1,25.2,1,725,0.0,Alice Chen,Silver,Bank Transfer,Paid Search
CUST-00942,07-25-2023,Free,E-Commerce,North America,0,0.0,3,Monthly,0,,100.0,,57.9,23.1,10,1923,0.0,N/A,Bronze,Bank Transfer,Referral
CUST-00734,04-24-2022,Free,E-Commerce,Europe,0,0.0,3,Annual,0,,-67.0,16.27,25.5,5.5,30,275,0.0,N/A,Bronze,,Direct
CUST-01275,11-14-2022,Starter,HealthTech,Europe,30.8,314.16,1,Monthly,0,,41.0,56.0,86.0,6.3,15,625,0.0,N/A,Bronze,Bank Transfer,
CUST-00693,2023-04-01,Starter,Cybersecurity,North America,30.75,369.0,5,Annual,0,,-61.0,50.0,9.5,25.4,2,292,12.81,Bob Martinez,Bronze,Credit Card,
CUST-01259,"October 28, 2022",Business,FinTech,Europe,320.58,3269.92,34,Monthly,0,,16.0,28.01,11.9,5.0,18,1261,43.49,Grace Liu,Gold,Credit Card,Referral
CUST-01685,12-10-2022,Growth,FinTech,North America,97.62,1171.44,7,Annual,0,,73.0,73.75,69.6,21.6,8,87,0.0,David Kim,Bronze,Credit Card,Paid Search
CUST-00262,"February 23, 2022",Free,Logistics,Europe,0,0.0,1,Monthly,1,2023-03-14,-49.0,33.25,17.8,2.9,0,847,0.0,N/A,Bronze,Bank Transfer,Direct
CUST-00608,15/05/2022,Growth,E-Commerce,North America,103.11,1051.72,7,Monthly,0,,-99.0,22.44,41.8,5.3,23,2715,0.0,Alice Chen,Bronze,Bank Transfer,Email Campaign
CUST-00975,"November 01, 2022",Business,FinTech,Latin America,308.96,3151.39,40,Monthly,0,,78.0,47.2,74.7,2.4,23,48,0.0,Frank Osei,Silver,PayPal,Organic Search
CUST-00241,2021-04-13,Growth,MarTech,North America,97.89,998.48,7,Monthly,1,2021-10-13,52.0,51.71,36.1,10.0,6,1287,0.0,Alice Chen,Silver,Bank Transfer,Paid Search
CUST-00820,04-16-2023,Free,MarTech,North America,0,0.0,2,Monthly,0,,8.0,61.28,41.6,31.0,18,4743,0.0,N/A,Bronze,PayPal,Referral
CUST-01418,"February 22, 2023",Enterprise,HealthTech,Asia-Pacific,962.33,11547.96,356,Annual,0,,25.0,42.9,39.4,0.6,3,67,0.0,Frank Osei,Platinum,Credit Card,Social Media
CUST-01738,08/09/2021,Starter,Cybersecurity,North America,29.99,305.9,4,Monthly,0,,-81.0,38.33,13.4,26.6,20,552,0.0,N/A,Bronze,Credit Card,Email Campaign
CUST-01091,18/11/2023,Starter,E-Commerce,Latin America,26.52,270.5,3,Monthly,1,2024-08-21,8.0,33.41,33.6,9.5,25,8113,0.0,David Kim,Bronze,,Direct
CUST-01081,2022-06-28,Free,FinTech,Asia-Pacific,0,0.0,2,Annual,1,2023-05-09,66.0,60.0,65.3,6.0,3,274,0.0,N/A,Bronze,Credit Card,Social Media
CUST-00366,"July 26, 2022",Starter,E-Commerce,Asia-Pacific,29.24,298.25,5,Monthly,0,,-86.0,25.63,61.5,4.6,28,2209,0.0,Carol Singh,Bronze,Credit Card,Social Media
CUST-01028,"January 30, 2023",Business,EdTech,Latin America,282.55,7459.32,12,Multi-Year,1,2023-11-23,-20.0,41.52,49.3,4.2,8,16342,0.0,Frank Osei,Gold,PayPal,Organic Search
CUST-01334,"June 22, 2021",Free,Logistics,Asia-Pacific,0,0.0,2,Monthly,1,2022-05-24,68.0,54.25,24.7,15.2,7,4507,0.0,N/A,Bronze,Invoice,Email Campaign
CUST-00591,2023-06-07,Business,Logistics,Europe,288.91,3466.92,40,Annual,0,,-31.0,30.17,42.0,6.2,23,1905,0.0,Eva Rossi,Gold,Bank Transfer,Organic Search
CUST-01236,2023-06-01,Business,Real Estate,North America,287.25,3447.0,39,Annual,0,,34.0,27.95,44.0,1.4,30,5865,87.82,Grace Liu,Silver,Credit Card,Paid Search
CUST-01844,12/05/2022,Starter,Logistics,Latin America,28.72,344.64,3,Annual,0,,-87.0,50.99,43.4,31.0,20,1447,12.89,Bob Martinez,Bronze,Credit Card,Email Campaign
CUST-00583,"January 29, 2023",Growth,FinTech,Europe,104.89,1258.68,8,Annual,0,,,0.0,53.7,0.0,10,317,0.0,N/A,Silver,Credit Card,
CUST-00072,2022-04-15,Free,HealthTech,Asia-Pacific,0,0.0,3,Annual,0,,48.0,52.2,29.6,27.4,27,3037,0.0,N/A,Bronze,PayPal,Organic Search
CUST-01010,"November 03, 2022",Growth,EdTech,Asia-Pacific,108.88,1110.58,12,Monthly,0,,33.0,75.1,78.9,20.8,3,3730,0.0,Bob Martinez,Silver,Bank Transfer,
CUST-00260,"October 10, 2022",Enterprise,FinTech,North America,952.68,11432.16,488,Annual,0,,100.0,28.58,28.6,0.0,30,551,0.0,Grace Liu,Gold,Credit Card,
CUST-00052,2023-02-18,Starter,E-Commerce,Latin America,29.63,302.23,5,Monthly,0,,,0.0,55.4,6.1,7,1332,12.86,N/A,Bronze,Credit Card,Organic Search
CUST-00199,12/08/2021,Free,MarTech,Asia-Pacific,0,0.0,1,Monthly,1,2023-01-06,-83.0,39.64,58.8,13.4,19,27,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-01180,2021-01-13,Business,Logistics,Asia-Pacific,302.37,3628.44,33,Annual,0,,-42.0,49.12,53.8,8.8,2,12386,107.6,Eva Rossi,Gold,Bank Transfer,Referral
CUST-00417,2022-10-22,Starter,Real Estate,Asia-Pacific,26.59,271.22,3,Monthly,0,,-39.0,51.89,28.5,24.7,10,2117,0.0,N/A,Bronze,Credit Card,Social Media
CUST-00333,2022-05-27,Starter,Logistics,Europe,28.91,294.88,1,Monthly,0,,69.0,49.64,57.3,1.6,9,145,0.0,David Kim,Bronze,Bank Transfer,Direct
CUST-01367,27/09/2022,Business,FinTech,Asia-Pacific,298.25,3579.0,5,Annual,0,,-16.0,49.27,35.2,14.1,5,435,76.56,Frank Osei,Silver,Credit Card,Organic Search
CUST-01560,"November 30, 2023",Starter,HR Tech,Europe,28.14,287.03,4,Monthly,1,2024-09-15,-1.0,39.16,26.6,15.1,20,255,0.0,David Kim,Bronze,,Partner
CUST-00870,2023-10-12,Starter,LegalTech,Europe,30.04,306.41,4,Monthly,1,2023-12-03,-88.0,25.95,29.2,11.7,23,11248,0.0,N/A,Bronze,Bank Transfer,Paid Search
CUST-01764,07-26-2023,Starter,HR Tech,North America,28.12,337.44,1,Annual,0,,-72.0,17.36,2.7,2.5,13,983,0.0,Alice Chen,Bronze,Credit Card,Direct
CUST-01607,"October 09, 2021",Starter,MarTech,North America,27.9,284.58,4,Monthly,0,,66.0,41.46,29.6,4.8,13,481,12.58,N/A,Bronze,Credit Card,Paid Search
CUST-00906,"September 06, 2022",Free,HealthTech,Asia-Pacific,0,0.0,2,Monthly,1,2023-03-18,48.0,47.94,33.5,21.1,26,38747,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-00887,2022-11-25,Growth,Cybersecurity,Europe,100.32,1203.84,12,Annual,0,,1.0,28.43,54.1,0.1,27,223,0.0,N/A,Silver,Credit Card,Partner
CUST-01467,01-11-2021,Free,E-Commerce,North America,0,0.0,2,Monthly,1,2021-10-21,28.0,44.77,44.1,4.9,9,7189,0.0,N/A,Bronze,Credit Card,Referral
CUST-00427,11-22-2023,Enterprise,HR Tech,Europe,1064.45,28101.48,281,Multi-Year,0,,-21.0,,37.2,1.9,21,16839,0.0,Bob Martinez,Gold,Credit Card,Organic Search
CUST-00568,2021-08-10,Starter,LegalTech,North America,30.25,363.0,1,Annual,0,,10.0,61.4,82.3,18.3,18,441,0.0,Bob Martinez,Bronze,Invoice,Social Media
CUST-01266,05-14-2022,Starter,E-Commerce,North America,29.49,300.8,4,Monthly,0,,-54.0,26.78,20.0,5.7,14,1250,13.18,N/A,Bronze,Bank Transfer,Social Media
CUST-01782,"April 03, 2021",Free,Real Estate,Asia-Pacific,0,0.0,2,Monthly,1,2021-10-05,,0.0,71.3,13.5,16,647,0.0,N/A,Bronze,Bank Transfer,Paid Search
CUST-00988,2022-11-25,Starter,Cybersecurity,North America,28.13,286.93,2,Monthly,0,,13.0,67.05,63.6,31.0,20,1518,13.42,Carol Singh,Bronze,Credit Card,Paid Search
CUST-01987,01-24-2021,Free,LegalTech,North America,0,0.0,2,Monthly,0,,8.0,25.98,37.8,1.9,27,8040,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-00582,2023-05-28,Free,Real Estate,Asia-Pacific,0,0.0,1,Annual,1,2024-08-02,26.0,53.53,45.1,10.4,4,9851,0.0,N/A,Bronze,Credit Card,Referral
CUST-01402,22/04/2023,Free,Cybersecurity,North America,0,0.0,3,Monthly,0,,,0.0,24.9,1.7,6,938,0.0,N/A,Bronze,Credit Card,Direct
CUST-00399,"November 05, 2023",Free,Logistics,Europe,0,0.0,3,Monthly,0,,66.0,59.29,43.8,20.2,15,1445,0.0,N/A,Bronze,Credit Card,Email Campaign
CUST-00933,"August 11, 2023",Growth,HR Tech,Europe,103.56,1242.72,3,Annual,1,2023-09-28,,0.0,27.5,28.8,28,3055,0.0,N/A,Bronze,Invoice,Social Media
CUST-00437,05-17-2022,Growth,EdTech,North America,107.0,1091.4,5,Monthly,0,,-86.0,22.0,14.6,7.8,17,723,0.0,Alice Chen,Bronze,Credit Card,Referral
CUST-00193,2023-08-15,Growth,Real Estate,Asia-Pacific,95.65,1147.8,15,Annual,1,2024-08-24,20.0,52.63,28.2,17.4,7,622,0.0,David Kim,Silver,Bank Transfer,
CUST-01443,"December 17, 2022",Business,FinTech,North America,303.65,3097.23,41,Monthly,0,,50.0,57.31,36.6,31.0,28,339,0.0,Bob Martinez,Gold,Credit Card,Referral
CUST-00618,28/12/2022,Growth,Logistics,Europe,99.3,1191.6,8,Annual,0,,-35.0,22.3,8.9,5.3,18,769,0.0,David Kim,Silver,Bank Transfer,Organic Search
CUST-00293,06-26-2022,Enterprise,FinTech,North America,1001.18,12014.16,274,Annual,1,2023-02-10,88.0,50.48,41.3,9.6,15,926,0.0,David Kim,Gold,Credit Card,Social Media
CUST-00951,2022-08-29,Free,Logistics,Asia-Pacific,$0,0.0,1,Monthly,0,,23.0,32.51,38.9,4.0,23,1051,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-01084,13/05/2023,Growth,MarTech,North America,91.46,1097.52,8,Annual,1,2024-05-09,-63.0,16.05,23.4,0.0,22,8274,0.0,Carol Singh,Silver,Credit Card,Social Media
CUST-00835,2023-07-25,Growth,LegalTech,Latin America,91.04,1092.48,13,Annual,0,,82.0,47.14,13.6,6.4,2,1218,0.0,N/A,Bronze,Credit Card,Social Media
CUST-01950,2023-10-09,Starter,FinTech,North America,26.8,273.36,3,Monthly,0,,-97.0,29.61,35.7,8.2,14,2661,0.0,David Kim,Bronze,PayPal,Social Media
CUST-00508,09/05/2023,Starter,E-Commerce,Europe,29.37,299.57,3,Monthly,1,2024-10-19,-56.0,46.71,32.6,21.9,13,792,0.0,N/A,Bronze,PayPal,Social Media
CUST-00142,"September 23, 2023",Starter,HealthTech,Europe,27.54,280.91,1,Monthly,0,,13.0,24.23,8.2,6.0,23,590,0.0,David Kim,Bronze,PayPal,Organic Search
CUST-00924,"May 09, 2022",Growth,Logistics,North America,108.78,1109.56,12,Monthly,1,2023-03-11,-18.0,40.36,49.2,4.2,10,946,0.0,N/A,Silver,Bank Transfer,Direct
CUST-00003,18/07/2022,Enterprise,LegalTech,Latin America,957.7,25283.28,397,Multi-Year,0,,,0.0,34.5,2.0,30,3630,0.0,David Kim,Gold,Credit Card,Referral
CUST-01106,02/10/2023,Starter,Cybersecurity,Asia-Pacific,29.38,299.68,1,Monthly,0,,23.0,,19.9,7.1,22,1859,0.0,Alice Chen,Bronze,PayPal,Paid Search
CUST-01880,15/08/2022,Starter,FinTech,Europe,26.36,268.87,4,Monthly,0,,-7.0,57.64,76.3,13.9,12,1105,0.0,David Kim,Bronze,Invoice,Organic Search
CUST-01165,"August 10, 2021",Starter,Cybersecurity,Europe,28.94,295.19,1,Monthly,0,,-79.0,25.51,48.7,2.2,20,494,0.0,N/A,Bronze,PayPal,
CUST-00340,"December 29, 2021",Starter,LegalTech,North America,26.7,272.34,4,Monthly,0,,-20.0,29.87,66.2,0.7,28,2912,10.75,Alice Chen,Bronze,Credit Card,Social Media
CUST-01492,30/05/2023,Growth,FinTech,North America,101.29,1033.16,10,Monthly,0,,70.0,46.47,26.0,3.1,2,5228,31.58,Bob Martinez,Silver,Invoice,Paid Search
CUST-01826,"September 06, 2022",Free,E-Commerce,North America,0,0.0,1,Monthly,0,,-37.0,26.75,27.3,4.4,18,851,0.0,N/A,Bronze,Bank Transfer,Paid Search
CUST-01548,14/07/2022,Business,HR Tech,North America,299.36,3592.32,36,Annual,0,,64.0,46.68,66.1,4.6,21,1219,0.0,Bob Martinez,Gold,Credit Card,Email Campaign
CUST-00266,22/03/2023,Growth,EdTech,North America,103.96,1060.39,10,Monthly,0,,48.0,25.94,36.5,0.2,30,56,0.0,Alice Chen,Bronze,Invoice,Product Hunt
CUST-00377,11/08/2021,Business,EdTech,Asia-Pacific,303.29,3639.48,11,Annual,1,2021-10-21,-95.0,38.26,65.7,3.5,8,1918,0.0,David Kim,Gold,Credit Card,Paid Search
CUST-01425,"May 28, 2022",Starter,Cybersecurity,North America,30.02,306.2,4,Monthly,1,2023-09-25,92.0,56.26,16.9,17.9,8,621,0.0,David Kim,Bronze,PayPal,Referral
CUST-01992,2021-08-31,Free,HealthTech,Asia-Pacific,0,0.0,1,Annual,0,,69.0,42.08,42.2,8.8,24,538,0.0,N/A,Bronze,PayPal,Email Campaign
CUST-00440,"July 22, 2023",Enterprise,Cybersecurity,North America,997.68,11972.16,475,Annual,0,,4.0,,33.6,0.0,27,2595,0.0,Alice Chen,Platinum,PayPal,Direct
CUST-00272,01-20-2021,Enterprise,FinTech,Asia-Pacific,1024.53,27047.59,20,Multi-Year,1,2022-04-03,35.0,40.44,44.3,1.7,12,65,0.0,Grace Liu,Gold,Credit Card,Organic Search
CUST-00185,14/04/2023,Starter,HR Tech,Asia-Pacific,30.26,308.65,2,Monthly,0,,25.0,58.19,53.9,18.1,12,650,13.84,Alice Chen,Bronze,Invoice,Paid Search
CUST-01314,19/03/2021,Free,Cybersecurity,North America,0,0.0,3,Monthly,1,2021-04-08,-37.0,64.54,40.8,31.0,6,33,0.0,N/A,Bronze,Bank Transfer,Paid Search
CUST-00245,19/11/2021,Business,HR Tech,North America,294.47,3533.64,33,Annual,0,,-44.0,23.84,23.1,11.0,29,58,0.0,Eva Rossi,Gold,PayPal,Direct
CUST-00549,21/05/2021,Free,MarTech,Asia-Pacific,0,0.0,2,Monthly,0,,-40.0,34.78,66.8,4.9,24,30167,0.0,N/A,Bronze,Credit Card,Email Campaign
CUST-00446,2022-05-15,Growth,Cybersecurity,North America,101.1,1213.2,4,Annual,1,2023-05-14,-70.0,28.3,36.9,2.3,12,42,0.0,Carol Singh,Silver,PayPal,Paid Search
CUST-00615,08/01/2022,Starter,Cybersecurity,North America,29.92,305.18,3,Monthly,1,2022-01-27,-86.0,15.16,14.6,2.8,20,50,0.0,Carol Singh,Bronze,Credit Card,Organic Search
CUST-01069,09-24-2021,Growth,LegalTech,Europe,104.25,1063.35,13,Monthly,0,,50.0,53.73,62.5,17.2,25,571,0.0,Carol Singh,Silver,PayPal,Paid Search
CUST-01656,"May 15, 2021",Starter,HealthTech,Latin America,29.44,300.29,5,Monthly,1,2022-07-10,-20.0,12.79,5.8,0.4,26,2104,0.0,Carol Singh,Bronze,Credit Card,Paid Search
CUST-01302,20/05/2021,Growth,Real Estate,North America,101.39,1216.68,9,Annual,1,2021-11-09,-55.0,56.34,76.1,10.0,1,366,0.0,David Kim,Silver,PayPal,Referral
CUST-01321,27/02/2023,Starter,FINTECH,North America,30.33,309.37,3,Monthly,0,,70.0,42.6,25.4,4.8,10,393,0.0,David Kim,Bronze,Bank Transfer,Social Media
CUST-01766,03-17-2022,Growth,HealthTech,Europe,85.4,1024.8,13,Annual,0,,38.0,51.58,57.0,0.7,0,1363,38.62,David Kim,Silver,PayPal,
CUST-00416,"May 31, 2023",Free,LegalTech,Asia-Pacific,0,0.0,1,Monthly,0,,-7.0,28.13,27.6,10.9,30,1013,0.0,N/A,Bronze,Bank Transfer,Organic Search
CUST-00274,"July 24, 2021",Business,HealthTech,North America,296.95,3563.4,45,Annual,1,2021-12-01,-57.0,55.62,59.8,21.4,11,2948,0.0,Frank Osei,Gold,Bank Transfer,Paid Search
CUST-01353,07/11/2022,Enterprise,E-Commerce,Latin America,954.28,11451.36,315,Annual,0,,63.0,29.58,30.5,2.2,27,3976,0.0,Grace Liu,Platinum,Credit Card,Paid Search
CUST-01494,24/12/2022,Growth,FinTech,North America,92.23,1106.76,10,Annual,0,,,0.0,10.9,14.2,21,175,0.0,Alice Chen,Bronze,Bank Transfer,Referral
CUST-01898,25/06/2023,Free,Cybersecurity,North America,0,0.0,1,Monthly,0,,51.0,50.88,58.9,0.8,4,511,0.0,N/A,Bronze,Credit Card,Product Hunt
CUST-00251,20/05/2021,Business,Cybersecurity,North America,$313.21,3758.52,41,Annual,0,,-81.0,15.37,4.7,4.2,18,8712,0.0,Carol Singh,Silver,Credit Card,Organic Search
CUST-00414,08-11-2022,Starter,LegalTech,Europe,26.46,269.89,1,Monthly,0,,44.0,,21.5,0.7,27,251,0.0,Alice Chen,Bronze,Credit Card,
CUST-00620,2022-11-29,Free,LegalTech,North America,0,0.0,1,Annual,0,,-78.0,43.57,41.2,10.0,1,505,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-01315,04-27-2021,Free,LOGISTICS,Europe,0,0.0,3,Monthly,0,,-39.0,42.27,57.8,16.7,26,705,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-00592,01-12-2023,Growth,E-Commerce,Europe,98.28,1179.36,10,Annual,0,,69.0,47.93,30.6,8.8,10,704,0.0,Alice Chen,Bronze,PayPal,Email Campaign
CUST-00311,2021-01-08,Growth,Logistics,North America,99.41,1013.98,4,Monthly,0,,8.0,39.1,21.0,6.2,6,1215,0.0,Bob Martinez,Bronze,Credit Card,Organic Search
CUST-00915,26/10/2021,Business,Cybersecurity,Europe,299.21,7899.14,20,Multi-Year,0,,-27.0,26.62,10.1,6.5,15,47780,0.0,Frank Osei,Gold,Bank Transfer,Partner
CUST-00382,"November 14, 2023",Growth,FinTech,Asia-Pacific,98.84,1008.17,11,Monthly,0,,27.0,33.37,4.1,0.8,2,11955,19.46,N/A,Bronze,Invoice,Social Media
CUST-00737,05-21-2023,Growth,Cybersecurity,Asia-Pacific,97.37,993.17,12,Monthly,0,,26.0,56.86,39.4,22.5,14,309,13.86,Bob Martinez,Bronze,Credit Card,Paid Search
CUST-00426,"August 05, 2022",Free,Real Estate,Middle East & Africa,0,0.0,3,Monthly,0,,-93.0,14.17,26.9,4.2,28,1492,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-01885,"December 16, 2022",Growth,Cybersecurity,Asia-Pacific,89.53,913.21,5,Monthly,0,,-58.0,41.46,22.1,28.9,26,23232,0.0,David Kim,Silver,Credit Card,Organic Search
CUST-00535,2022-03-10,Free,E-COMMERCE,North America,0,0.0,1,Annual,0,,4.0,57.29,25.2,31.0,16,632,0.0,N/A,Bronze,PayPal,Social Media
CUST-00756,16/06/2023,Starter,HR Tech,Asia-Pacific,30.14,307.43,2,Monthly,1,2024-08-10,-73.0,40.89,33.9,13.8,8,2188,0.0,David Kim,Bronze,Credit Card,Referral
CUST-01988,2022-06-20,Starter,Logistics,Middle East & Africa,28.51,290.8,5,Monthly,0,,70.0,38.82,61.3,0.1,25,534,12.17,David Kim,Bronze,Bank Transfer,Paid Search
CUST-01792,27/07/2022,Free,MarTech,North America,0,0.0,3,Monthly,0,,-32.0,25.38,44.4,1.3,24,379,0.0,N/A,Bronze,Credit Card,Direct
CUST-00409,23/12/2021,Free,HealthTech,North America,0,0.0,2,Monthly,1,2023-05-14,69.0,42.69,60.8,1.6,21,13767,0.0,N/A,Bronze,Credit Card,Social Media
CUST-01623,"July 03, 2023",Starter,MarTech,Asia-Pacific,28.7,292.74,5,Monthly,0,,67.0,41.7,24.1,10.1,18,410,0.0,N/A,Bronze,Bank Transfer,Social Media
CUST-01836,"June 28, 2022",Free,Cybersecurity,North America,0,0.0,3,Monthly,0,,-63.0,20.51,15.2,3.7,17,229,0.0,N/A,Bronze,Invoice,Email Campaign
CUST-00631,"September 03, 2023",Business,EdTech,North America,306.12,8081.57,39,Multi-Year,0,,25.0,47.43,27.6,11.0,6,669,132.51,Alice Chen,Silver,PayPal,Social Media
